content,appear_time,mode,font_size,color,send_time,user_hash,row_id
墨子：听说你单挑很强？,206.091,1,25,16777215,2025-04-18 18:58:14,30610881,1827732511745425920
你是谁  铁根呢,105.6,1,25,41194,2025-04-18 18:57:46,e96d998a,1827732276302673664
《给这个残血吕布杀了吧》,159.539,5,25,16707842,2025-04-18 18:54:57,1c646926,1827730859827616512
没吃到血，不完美,50.922,1,25,16777215,2025-04-18 18:54:17,c537e1b8,1827730526010832128
小龙人捆起来也飞不走啊?,188.985,1,25,16777215,2025-04-18 18:52:20,23173570,1827729547270296832
哈哈哈哈 啊这,76.596,1,25,16777215,2025-04-18 18:51:44,425f734c,1827729240658344960
招笑老鼠,77.731,5,25,15138834,2025-04-18 18:47:26,b013dcff,1827727080784316160
有1.3万人在享受国宴,202.466,1,25,16777215,2025-04-18 18:47:15,6aeee81d,1827726984239789568
不应该空大吗？,49.192,5,25,41194,2025-04-18 18:46:59,caf81e23,1827726849510339840
宇智波奶昔,31.579,1,25,16777215,2025-04-18 18:46:05,34e1e992,1827726402968278784
刚好外卖到了,22.2,1,25,15138834,2025-04-18 18:45:07,a3f5feab,1827725915229747200
盘古：我不信,208.573,1,25,16777215,2025-04-18 18:44:32,275c20e1,1827725615672413952
这没被系统警告？,55.584,1,25,16777215,2025-04-18 18:43:29,196b4a0e,1827725093146121472
项羽：让我大招放出来不就炸了吗？,90.868,5,25,15138834,2025-04-18 18:42:39,c67e034f,1827724673472190976
老婆？,224.002,1,25,16777215,2025-04-18 18:41:58,aa0f07a4,1827724327316138496
盘古:？,141.142,1,25,15138834,2025-04-18 18:41:57,4ab1381f,1827724321091898880
招牌菜,0.611,1,25,16777215,2025-04-18 18:40:55,ab4b338c,1827723801669202432
确实挺不错的,224.918,5,25,16777215,2025-04-18 18:40:36,83e5002f,1827723642235566080
我嘞个原皮墨子啊,142.512,5,25,16777215,2025-04-18 18:40:33,f0f6312b,1827723613747316480
1.5万人都出来吧。,124.544,1,25,15138834,2025-04-18 18:40:26,fcfdac41,1827723556998893312
龙帝の小曲,169.211,1,25,16777215,2025-04-18 18:40:18,79160703,1827723484815001088
至于队友怎么陷入水火的你别管,165.352,1,25,16777215,2025-04-18 18:40:00,45ecbf5e,1827723340119884544
小龙人被捆了就稳定少个输出点和保命技能,206.21,1,25,16777215,2025-04-18 18:39:48,555367be,1827723233811015936
确实不咋滴,220.608,1,25,16777215,2025-04-18 18:39:34,9e37ce81,1827723120573266176
铁根老头竟然不是满熟练度，泪目了多久没玩老头了（）,39.411,5,25,16707842,2025-04-18 18:39:26,b482bab5,1827723048716113408
确实挺不错的,221.853,1,25,16777215,2025-04-18 18:39:24,f8c95310,1827723036326499584
哎哟你干嘛哎哟你干嘛,73.972,1,25,16777215,2025-04-18 18:38:48,96bd396f,1827722731391642880
吃饱了,159.351,1,25,16777215,2025-04-18 18:38:44,988d5023,1827722699062010368
这才对嘛,161.32,1,25,16777215,2025-04-18 18:38:31,c6fbd541,1827722594188068864
敖隐：是吗？,184.668,5,25,15138834,2025-04-18 18:38:30,6a47ecf9,1827722583291272704
我嘞个巨人啊,115.187,1,25,16777215,2025-04-18 18:38:28,3c8af9b3,1827722564425039616
至于为什么陷入水火，别管,165.891,5,25,16777215,2025-04-18 18:38:23,ce557b7c,1827722520175385344
对味了,159.515,1,25,16777215,2025-04-18 18:38:20,95e97748,1827722497953731840
哈哈哈哈哈哈哈,152.994,1,25,16777215,2025-04-18 18:38:17,891314ee,1827722469776635904
怎么水火的你别管,168.84,1,25,16777215,2025-04-18 18:38:16,f69f19b,1827722462134169088
紫色心情是这样的,74.39,5,25,15138834,2025-04-18 18:38:08,c616241c,1827722400377842432
切菜的感觉,29.187,1,25,16777215,2025-04-18 18:38:04,9e58283f,1827722364683662336
你回拉一下对面小兵不就行了,155.091,5,25,15138834,2025-04-18 18:37:56,404aa85a,1827722299747459840
根根，饿饿，饭饭,127.487,1,25,16777215,2025-04-18 18:37:55,505f3f89,1827722287374786048
幽默老鼠,69.193,1,25,16777215,2025-04-18 18:37:38,36cd4f95,1827722143141041664
苍穹壮胆,115.76,1,25,16777215,2025-04-18 18:37:35,d558023f,1827722121942548224
《零杠四杠零》,119.138,1,25,16777215,2025-04-18 18:37:34,842fe26d,1827722109091615488
0/4…,119.811,1,25,16777215,2025-04-18 18:37:30,e464848b,1827722076560611584
雅典娜…,120.197,1,25,16777215,2025-04-18 18:37:28,e0daa8ab,1827722065101806848
饭里有毒,107.787,1,25,16777215,2025-04-18 18:37:27,ceb83382,1827722054515011584
？？？？？？？,116.349,5,25,15138834,2025-04-18 18:37:20,94f85bbb,1827721998311139072
队友：老夫子别送,51.943,5,25,15138834,2025-04-18 18:36:54,c3b862a9,1827721774830420224
2分钟,1.12,1,25,16777215,2025-04-18 18:36:50,fc26d58e,1827721744497437952
根根，饿饿，饭饭,93.496,1,25,16777215,2025-04-18 18:36:45,436fa564,1827721700062620672
大闪居然没有空,64.803,1,25,16777215,2025-04-18 18:36:42,45ecbf5e,1827721678386910464
欲吃无果,53.399,1,25,16777215,2025-04-18 18:36:26,25e4c341,1827721539320751872
来得最早的一回,77.705,1,25,16777215,2025-04-18 18:36:26,2881cd5b,1827721538725105408
幽默老鼠,68.424,1,25,16777215,2025-04-18 18:35:56,48d825bf,1827721291638672384
每日司马懿笑话一则,75.095,1,25,16777215,2025-04-18 18:35:52,80b92912,1827721260205953792
幽默老鼠懿,74.611,5,25,15138834,2025-04-18 18:35:31,1825ec35,1827721079012615168
0-4,120.616,1,25,16777215,2025-04-18 18:35:27,9bba015b,1827721049509991680
幽默老鼠人,69.338,1,25,16777215,2025-04-18 18:35:26,fb2b5030,1827721035299507968
刚好要开饭了,15.291,1,25,16777215,2025-04-18 18:35:26,9f2b2aeb,1827721034888626176
不闪现吃雪豹不是很认同,50.051,1,25,16777215,2025-04-18 18:35:24,4e73d30d,1827721018824109824
低配版圣诞老人,25.761,1,25,15138834,2025-04-18 18:35:12,ab223156,1827720920082113536
反杀海月不给看,75.14,1,25,16777215,2025-04-18 18:35:04,bfff9656,1827720853065469184
零分钟，吃上热乎的了,0.651,1,25,16777215,2025-04-18 18:35:01,da8283a5,1827720824711634688
一分钟前,24.864,1,25,16777215,2025-04-18 18:34:58,2035d552,1827720799973415168
秒吃,1.066,5,25,16777215,2025-04-18 18:34:32,1ecda4e,1827720583900162560
秒吃,10.411,1,25,16777215,2025-04-18 18:34:12,9f3feb08,1827720418962865664
饭里有毒,104.733,1,25,16777215,2025-04-19 10:40:06,bae201f8,1828206567091812864
蒙恬,208.876,1,25,16777215,2025-04-19 10:39:47,566ba86a,1828206412170932224
我无处不在,74.393,1,25,16777215,2025-04-19 10:32:45,51837978,1828202874099396864
双buff的司马懿被顶着野区保护机制杀了是吗,69.423,1,25,14811775,2025-04-19 10:29:43,d4ca1d34,1828201343094620928
砍猴的小曲,115.778,1,25,16777215,2025-04-19 10:29:33,ab88c161,1828201263645395968
那你猜猜哪吒能不能这么玩？,125.636,1,25,16777215,2025-04-19 10:27:43,c2de1658,1828200334481352704
来人！砸了他的音响！,98.428,1,25,16777215,2025-04-19 10:26:45,124c486c,1828199854023931904
无零充不荣耀,224.562,1,25,16777215,2025-04-19 10:25:16,169c845f,1828199101977257984
水晶不妙曲 暗信小曲,171.46,1,25,16777215,2025-04-19 10:23:29,9d13cf3c,1828198207449717760
宇几哈哪一西！！（宇智波反弹）,35.911,5,25,16777215,2025-04-19 10:21:48,6b2c775,1828197358153335296
那我上夏侯惇你不废了嘛,95.871,5,25,16777215,2025-04-19 10:16:21,ef6cdf05,1828194621512024576
小兵：防御塔伤害会越来越高，优先让英雄承受防御塔伤害,151.814,1,25,16777215,2025-04-19 10:14:39,18969d17,1828193764674624512
这就是巨人之力,105.841,1,25,16777215,2025-04-19 10:13:42,d4fa33a8,1828193281071776768
如果拉个凯会怎么样？,190.2,5,25,15138834,2025-04-19 10:11:21,fd7cdd44,1828192099704083456
尿检,106.36,1,25,16777215,2025-04-19 10:02:22,1171e56a,1828187578990859520
貂蝉、元坦、墨子：听说你单挑很强,200.029,1,25,14811775,2025-04-19 09:58:05,3b702765,1828185424326686208
西施、刘禅、不知火舞、元坦：啊对对对,92.011,5,25,41194,2025-04-19 09:55:22,3b702765,1828184060271804416
铁柱,215.784,1,25,16777215,2025-04-19 09:54:34,a442473f,1828183650261330176
以前遇到刘禅的时候你也是这么说的[doge],59.835,5,25,38979,2025-04-19 09:54:09,3b702765,1828183447995897856
刘禅何在？！（看往期视频铁根老头被刘禅揍）,4.578,5,25,9487136,2025-04-19 09:52:43,3b702765,1828182725401145600
不好，饭饭里有毒,103.707,1,25,16777215,2025-04-19 09:52:24,a442473f,1828182564137938432
被夺舍了？？,120.231,1,25,16777215,2025-04-19 09:46:14,67eb488c,1828179462551275520
虎符咒,161.619,1,25,15138834,2025-04-19 09:35:17,6a67b2be,1828173949390518784
反击风暴,86.541,1,25,15138834,2025-04-19 09:31:19,c2ec6d96,1828171947339621888
答辩の小曲,174.951,1,25,16777215,2025-04-19 09:24:48,47aa8ce7,1828168668970898176
凭啥大招能被打断就幽默？,77.067,1,25,16777215,2025-04-19 09:24:41,3d10782e,1828168613044455936
还是喜欢触发被动噔噔蹬的感觉,44.83,1,25,16777215,2025-04-19 09:22:38,3efdc432,1828167584131532032
逐花归海？,23.982,1,25,16777215,2025-04-19 09:19:03,3954688f,1828165778315183104
后裔拿头站撸老夫子啊？,195.039,1,25,16777215,2025-04-19 09:16:42,4b729179,1828164595135562240
SSVGG,62.901,1,25,16777215,2025-04-19 09:14:35,318a36da,1828163531057456896
老头儿二技能在手就是无敌的。,106.36,1,25,16777215,2025-04-19 09:12:07,1ae2c69b,1828162287631437056
反弹神力,34.92,1,25,16777215,2025-04-19 09:09:50,31da5f0b,1828161138903516672
所以为什么不用圣诞老人,27.833,1,25,16777215,2025-04-19 09:06:26,5bca3ac7,1828159430034955008
越听越像澜的逐花归海的强普声,26.835,1,25,16777215,2025-04-19 09:04:43,2d846123,1828158565664410368
但龙人大招拉满有六点五秒无法选中,193.908,1,25,16777215,2025-04-19 09:04:18,52a4957d,1828158349313862144
这个皮肤使老头子长高了,20.699,1,25,16777215,2025-04-19 08:59:24,d3342685,1828155884413481216
只能靠你做饭了,166.355,1,25,16777215,2025-04-19 08:56:12,438cff82,1828154279329506560
进击的巨人,102.52,1,25,16777215,2025-04-19 08:55:49,555da40,1828154087196709888
没吃血包，血亏,51.328,5,25,15138834,2025-04-19 08:52:55,72bcc050,1828152621128107776
整了个狐主任,221.741,1,25,16777215,2025-04-19 08:46:55,bfd3b470,1828149607520743168
成型的老头是这样的，根本打不动,118.575,1,25,16777215,2025-04-19 08:44:26,4ff15118,1828148352870168064
苍穹跑路用是吧？,115.639,1,25,16777215,2025-04-19 08:44:14,4ff15118,1828148251871337984
重大失误，血包没吃到,51.519,1,25,16777215,2025-04-19 08:39:13,661dff4b,1828145727898400000
哈哈哈哈哈,166.42,1,25,16777215,2025-04-19 08:39:01,d88d12da,1828145629390659840
东皇？,203.298,1,25,16777215,2025-04-19 08:33:59,18ee2683,1828143090813868800
有卡莫纳人吗？,175.144,1,25,16777215,2025-04-19 08:32:55,786c667,1828142558841441792
纯净是老头的核心装,137.905,1,25,16777215,2025-04-19 08:31:22,5c6cb4fd,1828141778038665472
好家伙，难崩那还不如圣诞老人,21.621,5,25,16707842,2025-04-19 08:30:16,92feb4c2,1828141223643810048
哪有积分夺宝，那不是白送的吗？,10.894,5,25,16707842,2025-04-19 08:29:58,92feb4c2,1828141073705902848
暗信：哦哟？尊嘟假嘟？,205.971,1,25,16777215,2025-04-19 08:29:04,5d520d25,1828140620284905984
幽默法师大招,71.988,5,25,6830715,2025-04-19 08:25:26,c9aba501,1828138793413858304
说狂铁技能全打免伤上的，你们是不知道老夫子红怒状态二技能基本不断吗？,141.397,1,25,16777215,2025-04-19 08:24:23,8e4c8c2c,1828138260661096448
像扇人家嘴巴子的声音,23.871,1,25,16777215,2025-04-19 08:24:12,9a67dba7,1828138166725520640
你是不是想说，你能拖住这波我吃翔，打断吟唱,181.378,1,25,16777215,2025-04-19 08:15:38,7d5a8da1,1828133858529571328
巨人,103.316,1,25,16777215,2025-04-19 08:15:32,9c8b99d7,1828133809808924160
立体机动装置小曲！！！,110.475,1,25,16777215,2025-04-19 08:15:18,9c8b99d7,1828133688249671424
啊,52.141,1,25,16777215,2025-04-19 08:13:10,8e92a8b9,1828132617854655744
6000+,19.935,1,25,16777215,2025-04-19 08:10:30,c525edb2,1828131271240030976
老夫子一个大换龙人一个大，那得看什么时候啊，如果是打团的时候，老夫子开到龙人了，那就好了队友一波伤害跟上给打不到,206.107,1,25,16777215,2025-04-19 08:10:21,39572be,1828131198116328448
这下舒服了,164.744,5,25,15138834,2025-04-19 08:07:26,241b1890,1828129733951441152
遮瑕舒服了,160.99,5,25,15138834,2025-04-19 08:07:16,241b1890,1828129650300582400
让暗信来直接打爆他。,205.418,1,25,16777215,2025-04-19 08:07:06,f400aaa8,1828129566121160960
陌生,112.932,5,25,16777215,2025-04-19 08:06:30,241b1890,1828129260951436288
成夫赖了,114.224,5,25,16777215,2025-04-19 08:06:09,241b1890,1828129081796251904
确实2-0的，我打不过对面的芈月,128.351,1,25,16777215,2025-04-19 07:56:00,8068cf52,1828123975508242432
2-6-7,139.52,5,25,16777215,2025-04-19 07:55:03,fef7f295,1828123500419414016
太陌生了,119.461,1,25,16777215,2025-04-19 07:51:56,8d59cf32,1828121931179239424
ADC怎么有胆走到一个超前发育的上单脸上的,105.611,1,25,16777215,2025-04-19 07:51:38,3294d560,1828121776476108544
陌生,105.672,1,25,16777215,2025-04-19 07:51:35,8d59cf32,1828121757627331840
65%还不高啊？要不要给你100%减伤啊,84.498,5,25,16707842,2025-04-19 07:51:13,851d4c5c,1828121566996133632
那个船长的手感最好。个人感觉,22.631,1,25,16777215,2025-04-19 07:49:50,3294d560,1828120876235935488
德华附体,128.855,5,25,16777215,2025-04-19 07:47:38,5e1188,1828119766322773504
这个皮肤开二技能时有踩雪的声音,83.202,5,25,16777215,2025-04-19 07:46:11,5e1188,1828119033351305984
？我是来看这个的,110.854,1,25,16777215,2025-04-19 07:41:30,695edefd,1828116675061955840
为什么哪里都有三国杀的人,136.751,1,25,16777215,2025-04-19 07:41:15,82a74304,1828116555490370048
这饭有毒,102.767,1,25,16777215,2025-04-19 07:38:17,55d382c1,1828115055867811072
to女魔射展示神力,170.461,1,25,16777215,2025-04-19 07:34:52,70852f6f,1828113338652210432
还能有机会多a 这才是最重要的二技能 ,86.171,1,25,16777215,2025-04-19 07:33:01,38bd69b9,1828112408070798336
握草 王唯楚对吗,72.497,1,25,16777215,2025-04-19 07:31:21,69bdaba1,1828111567985168128
还是船长更有性价比,223.084,5,25,16777215,2025-04-19 07:29:10,c7648e6c,1828110473833968896
这下对味了,162.839,1,25,16777215,2025-04-19 07:27:42,73fa3904,1828109732893395968
？11,173.16,1,25,16777215,2025-04-19 07:26:42,3e0f22fa,1828109230172483584
高级飞行物（确信）,74.2,1,25,16777215,2025-04-19 07:25:39,7602afd3,1828108703543360768
绷不住了,70.836,1,25,16777215,2025-04-19 07:18:36,976dbd4f,1828105151035617536
饭里有下毒了？,120.3,1,25,16777215,2025-04-19 07:05:56,5592a8de,1828098776691779584
老头还是太超标了，攻速流半肉再叠个16的吸血没三个人是杀不死的。,116.771,1,25,16777215,2025-04-19 07:01:56,34e87b14,1828096760942356992
盘古怎么样？,203.188,1,25,16777215,2025-04-19 06:57:32,2018f674,1828094547708731392
细节2-7,160.199,5,25,16707842,2025-04-19 06:57:09,72ffc552,1828094356465423360
盘古,95.667,1,25,16777215,2025-04-19 06:55:32,2018f674,1828093542611079680
逆风的小曲,164.129,1,25,16777215,2025-04-19 06:55:03,72ffc552,1828093296564743168
你就说潮流仙人是不是直售吧,16.291,1,25,16777215,2025-04-19 06:52:16,623b4739,1828091902781100544
这公孙离像我队友，后期连续掉点,201.611,1,25,15138834,2025-04-19 06:47:27,3e162492,1828089471946981632
？？？？？,116.4,5,25,15138834,2025-04-19 06:32:50,f264f66,1828082119977653504
这就是后期配音的自信吗,40.685,1,25,41194,2025-04-19 06:21:27,4e330193,1828076388881027584
这项羽是人玩的吗,37.209,1,25,16777215,2025-04-19 06:16:17,59445ad7,1828073789679292416
暗信经济差1000也照样打,121.753,1,25,16777215,2025-04-19 05:50:23,a5e7a3db,1828060751223926272
西西域狐族第一高手,0.5,1,25,15138834,2025-04-19 05:48:46,599b64fc,1828059939801849344
铁根被谁附身了？,114.58,1,25,16777215,2025-04-19 05:46:46,89aec2c9,1828058935383494912
密码！,72.766,1,25,16777215,2025-04-19 05:36:51,e09fa710,1828053942861428480
出反甲两个都得死,184.371,5,25,15138834,2025-04-19 05:01:05,f0092008,1828035939440723968
不对味啊,115.811,1,25,16777215,2025-04-19 04:51:10,b55dbde0,1828030947674179840
超强免伤,110.531,1,25,16777215,2025-04-19 04:20:06,62e0d695,1828015313565026304
陌生,71.531,1,25,16777215,2025-04-19 04:19:22,62e0d695,1828014938476803072
关羽不怕老夫子,88.287,1,25,16777215,2025-04-19 04:17:51,7de6f472,1828014178578374912
还有圣诞活动,5.255,1,25,16777215,2025-04-19 04:16:40,1a5f0c94,1828013585805871104
才发现五百多万粉啦,3.797,1,25,16777215,2025-04-19 04:16:28,83df93a8,1828013480712782336
西八里塞高塞高,99.347,5,25,15138834,2025-04-19 04:12:50,478be873,1828011656895096064
，,12.52,1,25,16777215,2025-04-19 04:04:07,437695a3,1828007262162147072
后羿后期直接站撸,190.388,1,25,16777215,2025-04-19 04:03:24,a0c9a90a,1828006902996060672
幽默老鼠人,72.96,1,25,16777215,2025-04-19 03:58:14,619ba35f,1828004306318529024
感觉是炸胡,47.181,1,25,16777215,2025-04-19 03:56:02,22d7bf3d,1828003194467864320
那我问你,169.483,1,25,16777215,2025-04-19 03:52:28,86934d22,1828001400421269248
没坐,119.451,1,25,16777215,2025-04-19 03:35:49,20993aaa,1827993022181878528
跟磊哥学的是吧,53.071,1,25,15138834,2025-04-19 03:32:03,f0a2795e,1827991129225380608
我只喜欢蹦老头,224.83,1,25,16777215,2025-04-19 03:31:15,c788c74b,1827990726312122368
大招期间无敌的老夫子捆完结束的那一刻，影刚好可以往后面飞,193.42,1,25,16777215,2025-04-19 03:19:38,a9c25eaf,1827984877841383168
讲个笑话，3级狂铁没打过我3级半血老夫子,128.26,1,25,15138834,2025-04-19 03:09:33,fba8089a,1827979805325442816
热成像在哪里,167.001,1,25,16777215,2025-04-19 02:59:31,3988defb,1827974752329913344
比起暗信唯一的不足看的就是被人追跑掉的可能更小,143.521,1,25,16777215,2025-04-19 02:57:28,3505f190,1827973718081883136
藏狐？,21.378,5,25,16777215,2025-04-19 02:54:58,bb157d9,1827972463330421760
陌生,116.891,5,25,15138834,2025-04-19 02:54:29,d2cf79f7,1827972216798230016
我辅助全肉空空儿满血单杀满血老夫子。。。。,83.729,1,25,16777215,2025-04-19 02:51:19,e9fd0bf3,1827970625135358720
敖隐：欠我0.5秒，记得还,190.177,1,25,16777215,2025-04-19 02:45:22,41203474,1827967627122279424
？,3.837,1,25,16777215,2025-04-19 02:43:36,3597cce4,1827966744749276928
电子游戏谈手感 笑死,206.871,1,25,16777215,2025-04-19 02:41:08,27a69509,1827965502254456576
我过星期打开手机一看，直接就给拿下,226.335,1,25,16777215,2025-04-19 02:37:43,6cd565fa,1827963778697043200
都不知道多少年没见根玩老头了,0.0,5,25,16777215,2025-04-19 02:35:29,8f96f86f,1827962657760918528
^_^,231.0,1,25,16777215,2025-04-19 02:35:02,667c3951,1827962431956598016
对面出个盘古就老实了。,216.611,1,25,16777215,2025-04-19 02:33:17,1b852b77,1827961550128922880
紧跟时事,150.444,1,25,16777215,2025-04-19 02:25:18,8db12372,1827957526449233408
高昂的自由之翼  进击的父子之心,113.448,5,25,15138834,2025-04-19 02:24:18,8017f304,1827957025339001600
那怎么陷入水火的呢,165.339,1,25,16777215,2025-04-19 02:24:04,5ae555b3,1827956910406946560
那0-4怎么来的呢,129.62,1,25,16777215,2025-04-19 02:23:20,5ae555b3,1827956540150178304
看不懂,53.131,1,25,16777215,2025-04-19 02:23:17,a21d4e97,1827956513827387136
不是，谁又玩up手机，快还给他,114.45,1,25,16777215,2025-04-19 02:22:56,5ae555b3,1827956337238521856
手感太轻,224.895,1,25,16777215,2025-04-19 02:21:34,831f8ce2,1827955655294768896
我看了赖神后才喜欢玩老头,218.379,1,25,16777215,2025-04-19 02:21:06,831f8ce2,1827955414248160768
？,64.502,1,25,16777215,2025-04-19 02:19:44,7d6a3847,1827954728026961920
3000+正在享受国宴,32.477,1,25,16777215,2025-04-19 02:15:11,e544553b,1827952434354459136
这皮肤跟圣诞老人的获取难度根本不是一个量级,222.271,1,25,16777215,2025-04-19 02:10:46,c2b8eddd,1827950214251281664
稷下三贤庄周怎么还叛变了（bs,143.45,5,25,16777215,2025-04-19 02:09:28,ad52aa42,1827949561608718592
玩老婆？？,222.953,5,25,16707842,2025-04-19 02:06:58,69e628b1,1827948305531968768
狄仁杰（幸运分审判官）：这把老夫子陷入水火,164.064,5,25,15772458,2025-04-19 02:05:33,69e628b1,1827947592743771904
不好…饭里有毒！！,101.767,5,25,41194,2025-04-19 02:03:24,69e628b1,1827946510437162240
0|4有点意思,118.529,1,25,16777215,2025-04-19 01:45:19,6be91233,1827937403671921920
太乙真人退出了直播间,15.78,5,25,16777215,2025-04-19 01:44:19,ae61f38c,1827936904877316864
坠机了,67.262,1,25,16777215,2025-04-19 01:31:20,749d3554,1827930367651586304
哈哈哈哈哈,162.571,1,25,16777215,2025-04-19 01:16:56,fa89052b,1827923119441599744
拿李信随便打老夫子,143.645,1,25,16777215,2025-04-19 01:03:11,2658b0ad,1827916203587412992
向前的击退吗？有点意思,73.739,1,25,16777215,2025-04-19 00:55:46,ab6732fa,1827912464366027520
你就是第二个夫赖！！,102.651,1,25,16777215,2025-04-19 00:54:16,b51cf10,1827911709508709888
要饿死了根,110.891,1,25,16777215,2025-04-19 00:53:02,50ce9b85,1827911093742973184
最近太陌生了，视频都不好看了,114.691,1,25,16777215,2025-04-19 00:49:27,d7c9404f,1827909286014375424
你是谁？快从我根儿身上下来！,107.253,5,25,16777215,2025-04-19 00:45:16,ec6f6780,1827907181597556992
这不警告禁言你？,49.425,1,25,16777215,2025-04-19 00:44:24,ede7f9ff,1827906746270818304
居然没有被警告送人头影响游戏体验,52.91,1,25,16777215,2025-04-19 00:43:57,1d9ccd5c,1827906518906444544
那个男人,74.756,1,25,16777215,2025-04-19 00:43:44,fe7aca8,1827906412144112896
一技能无伤进厂，大招霸体走，宗教英雄是这样的,85.591,1,25,16777215,2025-04-19 00:42:28,c5de9b55,1827905774971211520
钻石夺宝，指正,11.909,1,25,16777215,2025-04-19 00:41:10,afc0764b,1827905114468866560
？,115.14,1,25,16777215,2025-04-19 00:37:57,3bd9b401,1827903499108235776
血条再厚 一刀带走,155.959,1,25,16777215,2025-04-19 00:36:49,12a22ce5,1827902925688281856
确实挺不错的,228.658,1,25,16777215,2025-04-19 00:35:34,91e35f44,1827902298580448512
这也不能算吧？这限定的。,9.088,1,25,16777215,2025-04-19 00:33:54,959b5c45,1827901462563684096
强制sm,54.294,1,25,16777215,2025-04-19 00:28:17,3198b4e2,1827898632247286016
还能这样,50.761,1,25,16777215,2025-04-19 00:26:45,39dac8de,1827897861821134848
后期老头怕个毛夏侯惇,208.001,1,25,16777215,2025-04-19 00:23:27,ba228560,1827896204365852928
铁柱说话啊,210.444,1,25,16777215,2025-04-19 00:23:20,9f0c84dc,1827896143355957504
低配版航海，建模不好看音效太轻,24.481,1,25,16777215,2025-04-19 00:19:22,46da7eb0,1827894147681071616
巨人！！！,100.747,1,25,16777215,2025-04-19 00:17:22,c5da436a,1827893138816344320
老鼠,74.926,1,25,16777215,2025-04-19 00:17:16,755f89f,1827893090321736448
牢话说得好,205.314,1,25,16777215,2025-04-19 00:17:04,4cb3fb78,1827892988912220672
和战令看起来好像啊,27.511,1,25,16777215,2025-04-19 00:16:26,d953204e,1827892665942045696
这个二点慢了,178.194,1,25,16777215,2025-04-19 00:15:12,284f09b8,1827892046527130880
真给吕布杀了,161.34,5,25,38979,2025-04-19 00:14:24,6daee518,1827891649720842496
巨人！,103.16,5,25,15138834,2025-04-19 00:13:04,f65a4167,1827890977475067904
5000+人,2.471,1,25,16777215,2025-04-19 00:11:15,cfb20d66,1827890058905732864
赤新鲜的石,7.28,1,25,16777215,2025-04-19 00:10:02,9b4ecccf,1827889452191155712
吕德华：不是所有对抗路都不看战绩吗？,121.376,1,25,15138834,2025-04-19 00:09:45,6a8a6111,1827889307345110784
只要没反甲，暗信可以,201.643,1,25,16777215,2025-04-19 00:09:22,d8c077b2,1827889110388834816
很好奇，这个弹幕刷巨人的真的都看过吗,109.373,1,25,16777215,2025-04-19 00:06:11,4a916e4a,1827887507116066304
我打老头，真的假的？,215.48,1,25,16777215,2025-04-18 23:57:54,16383273,1827883344429001728
雀氏挺不错的,229.399,1,25,16777215,2025-04-18 23:44:43,1c878553,1827876704308843008
项羽看看你都保护了什么,112.233,5,25,15138834,2025-04-18 23:42:50,2d0a7a03,1827875756504548864
这里也有pgone的粉丝,72.023,1,25,16777215,2025-04-18 23:42:13,bc284a43,1827875444398587136
三千人正在看才是顶流。,62.28,1,25,16777215,2025-04-18 23:40:52,45551abd,1827874765860918272
包不够完美的。,54.313,1,25,16777215,2025-04-18 23:40:24,45551abd,1827874531307068672
很像圣诞老人我为什么不用免费的圣诞老人呢,27.459,1,25,16777215,2025-04-18 23:32:33,4ef0886a,1827870581497289472
这……这不对吧，今……今天谁还要加害予我,116.631,1,25,16777215,2025-04-18 23:30:33,69b01321,1827869578219600128
你是谁？！,34.229,1,25,16777215,2025-04-18 23:30:23,5389deba,1827869490911305472
蒸,101.168,1,25,16777215,2025-04-18 23:29:04,bea4ff5f,1827868825266510592
幽默老鼠人,71.303,1,25,16777215,2025-04-18 23:24:42,e25c818,1827866628231653888
哈哈哈,33.026,1,25,16777215,2025-04-18 23:22:26,8cab2c04,1827865489604035328
小龙人捆住也能飞但也飞不走,192.599,1,25,16777215,2025-04-18 23:18:41,b3ae88d3,1827863603844902656
说唱圈那个男人,73.537,1,25,16777215,2025-04-18 23:17:44,5fa26d74,1827863124888888320
怎么成型你别管,94.871,1,25,16777215,2025-04-18 23:13:39,e48fb4fe,1827861069537363968
一个东皇就让你没救了,206.059,1,25,16777215,2025-04-18 23:13:17,4abca997,1827860882110194432
不好！饭里有毒！！,104.621,1,25,15138834,2025-04-18 23:13:16,cd80d272,1827860875072721664
已经入手辣！≈,0.0,5,25,41194,2025-04-18 23:07:11,e327c449,1827857813280960256
确实挺不错的,228.245,1,25,41194,2025-04-18 23:06:59,b95b6c1d,1827857715872583424
根根，饭饭，饿饿,118.8,1,25,16777215,2025-04-18 23:01:52,de6d118,1827855136199075072
下路有个0-6的六神老头你们谁去处理下,93.431,1,25,16777215,2025-04-18 22:59:41,5d0b6ddc,1827854039942035200
第二个是暗信？,144.746,1,25,16777215,2025-04-18 22:59:19,ccc613b1,1827853854159572480
王者清汤大老爷：桀桀桀 我来处罚你啦,208.411,5,25,14811775,2025-04-18 22:58:21,d2a3fbf7,1827853370397092608
人到礼到~,159.242,1,25,16777215,2025-04-18 22:57:33,e8222b30,1827852967341136384
吕布：给我来送暴头了,159.144,5,25,16707842,2025-04-18 22:53:24,1cb1ec6f,1827850874114981632
爷青回,0.671,1,25,16777215,2025-04-18 22:51:05,51c4ef22,1827849713031408896
暗信？,207.756,5,25,15138834,2025-04-18 22:48:27,6d9afb06,1827848381826276352
